complaint_id,original_id,complaint_text,category,department,status,customer_id,date_received,date_resolved,created_at,complaint_text_clean,resolution_time_hours,vader_label,vader_score,transformer_label,transformer_score,sentiment_label,sentiment_score,sentiment_model_used
102,102,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Resolved,CUST4241,2025-12-26 18:50:00,2025-12-28 14:52:50,2026-07-23 20:15:32,bill amount doubled month without explanation,44.047222222222224,Neutral,0.0,Negative,-0.9965940117835999,Negative,-0.9965940117835999,transformer
103,103,The staff member was polite and handled my issue very well.,,Customer Support,In Progress,CUST1977,2025-04-05 18:58:00,,2026-07-23 20:15:32,staff member polite handled issue well,,Positive,0.3384,Positive,0.9998146891593933,Positive,0.9998146891593933,transformer
104,104,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Closed,CUST8679,2025-08-27 14:36:00,2025-08-28 14:51:01,2026-07-23 20:15:32,billing error already paid still shows unpaid,24.25027777777778,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer
105,105,Poor maintenance of the facility is causing repeated problems.,,Maintenance,Resolved,CUST1653,2025-12-17 15:34:00,2025-12-21 13:55:48,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,94.36333333333332,Negative,-0.7003,Negative,-0.9997307658195496,Negative,-0.9997307658195496,transformer
106,106,There is clear favoritism and under-the-table dealing happening.,Corruption/Bribery,Administration,Open,CUST1339,2025-05-09 18:01:00,,2026-07-23 20:15:32,clear favoritism table dealing happening,,Positive,0.5106,Positive,0.9934437274932861,Positive,0.9934437274932861,transformer
107,107,"The new online system has made things much easier, well done.",Appreciation,Customer Support,In Progress,CUST8245,2025-07-25 18:48:00,,2026-07-23 20:15:32,new online system made things much easier well done,,Positive,0.5994,Positive,0.9995688796043396,Positive,0.9995688796043396,transformer
108,108,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Closed,CUST8700,2025-12-14 16:40:00,2025-12-15 10:08:18,2026-07-23 20:15:32,excellent service today satisfied response,17.471666666666668,Positive,0.7778,Positive,0.9998507499694824,Positive,0.9998507499694824,transformer
109,109,The response time for service requests is unacceptably slow.,Service Delay,Operations,In Progress,CUST9117,2025-05-04 08:54:00,,2026-07-23 20:15:32,response time service requests unacceptably slow,,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer
110,110,I have been waiting since last month for this issue to be fixed.,,Operations,Resolved,CUST6296,2025-10-18 18:02:00,2025-10-24 05:10:53,2026-07-23 20:15:32,waiting since last month issue fixed,131.14805555555554,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer
111,111,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST7770,2025-11-27 14:00:00,2025-11-29 17:21:24,2026-07-23 20:15:32,late fee applied paid time,51.35666666666667,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
112,112,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Resolved,CUST4335,2025-06-25 15:31:00,2025-06-26 16:09:10,2026-07-23 20:15:32,online payment portal charged twice bill,24.636111111111116,Negative,-0.2023,Negative,-0.9943894743919373,Negative,-0.9943894743919373,transformer
113,113,No technician has visited despite multiple requests.,,Operations,Closed,CUST4920,2025-12-15 14:56:00,2025-12-22 02:11:21,2026-07-23 20:15:32,technician visited despite multiple requests,155.25583333333333,Negative,-0.296,Negative,-0.9824507832527161,Negative,-0.9824507832527161,transformer
114,114,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Open,CUST2858,2025-07-18 09:26:00,,2026-07-23 20:15:32,equipment site old frequently malfunctions,,Neutral,0.0,Negative,-0.9997950196266174,Negative,-0.9997950196266174,transformer
115,115,The staff at the counter was extremely rude to me today.,,Customer Support,Closed,CUST5479,2025-08-05 10:31:00,2025-08-07 07:01:37,2026-07-23 20:15:32,staff counter extremely rude today,44.51027777777778,Negative,-0.5095,Negative,-0.9993046522140503,Negative,-0.9993046522140503,transformer
116,116,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Resolved,CUST9327,2025-12-08 16:29:00,2025-12-15 14:43:31,2026-07-23 20:15:32,waiting since last month issue fixed,166.24194444444444,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer
117,117,No safety measures are in place despite previous warnings.,Safety Concern,Security,Closed,CUST9318,2025-11-09 14:49:00,2025-11-13 23:40:36,2026-07-23 20:15:32,safety measures place despite previous warnings,104.86,Negative,-0.1139,Negative,-0.998145341873169,Negative,-0.998145341873169,transformer
118,118,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Resolved,CUST9022,2025-05-10 13:53:00,2025-05-15 02:06:16,2026-07-23 20:15:32,three weeks complaint still resolved,108.22111111111111,Negative,-0.4055,Negative,-0.9996131062507629,Negative,-0.9996131062507629,transformer
119,119,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Resolved,CUST8460,2025-07-12 10:21:00,2025-07-16 19:07:32,2026-07-23 20:15:32,official demanded bribe processing documents,104.77555555555556,Negative,-0.4019,Negative,-0.999240517616272,Negative,-0.999240517616272,transformer
120,120,"Excellent service today, very satisfied with the response.",Appreciation,Customer Support,Resolved,CUST7730,2025-12-08 09:36:00,2025-12-09 08:51:35,2026-07-23 20:15:32,excellent service today satisfied response,23.259722222222223,Positive,0.7778,Positive,0.9998507499694824,Positive,0.9998507499694824,transformer
121,121,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Resolved,CUST3492,2025-08-26 18:24:00,2025-08-29 00:57:00,2026-07-23 20:15:32,late fee applied paid time,54.55,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
122,122,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,Closed,CUST8213,2025-03-19 14:21:00,2025-03-22 14:43:28,2026-07-23 20:15:32,staff counter extremely rude today,72.37444444444445,Negative,-0.5095,Negative,-0.9993046522140503,Negative,-0.9993046522140503,transformer
123,123,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST2225,2025-01-05 14:26:00,2025-01-08 18:20:28,2026-07-23 20:15:32,late fee applied paid time,75.90777777777778,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
124,124,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Resolved,UNKNOWN,2025-05-23 12:25:00,2025-05-27 06:26:09,2026-07-23 20:15:32,employee refused help arguing instead assisting,90.01916666666666,Negative,-0.3612,Negative,-0.9993220567703247,Negative,-0.9993220567703247,transformer
125,125,The response time for service requests is unacceptably slow.,,Operations,Closed,CUST2121,2025-08-25 10:31:00,2025-08-28 17:22:23,2026-07-23 20:15:32,response time service requests unacceptably slow,78.85638888888889,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer
126,126,The response time for service requests is unacceptably slow.,,Operations,Resolved,CUST2646,2025-12-24 03:05:00,2025-12-26 23:40:49,2026-07-23 20:15:32,response time service requests unacceptably slow,68.59694444444445,Neutral,0.0,Negative,-0.9997486472129822,Negative,-0.9997486472129822,transformer
127,127,The employee refused to help and was arguing instead of assisting.,,Customer Support,Closed,CUST7141,2025-11-02 19:20:00,2025-11-06 09:13:42,2026-07-23 20:15:32,employee refused help arguing instead assisting,85.895,Negative,-0.3612,Negative,-0.9993220567703247,Negative,-0.9993220567703247,transformer
128,128,I was treated very disrespectfully by the customer support agent.,,Customer Support,Closed,CUST2293,2025-07-19 20:43:00,2025-07-22 14:16:51,2026-07-23 20:15:32,treated disrespectfully customer support agent,65.56416666666667,Positive,0.4019,Negative,-0.999445378780365,Negative,-0.999445378780365,transformer
129,129,Poor maintenance of the facility is causing repeated problems.,,Maintenance,Closed,CUST8555,2025-08-08 02:31:00,2025-08-18 19:38:12,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,257.12,Negative,-0.7003,Negative,-0.9997307658195496,Negative,-0.9997307658195496,transformer
130,130,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Closed,CUST9955,2025-04-01 19:57:00,2025-04-11 17:48:32,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,237.85888888888888,Negative,-0.7003,Negative,-0.9997307658195496,Negative,-0.9997307658195496,transformer
131,131,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Resolved,CUST5097,2025-12-19 21:19:00,2025-12-21 19:55:06,2026-07-23 20:15:32,late fee applied paid time,46.60166666666667,Neutral,0.0,Negative,-0.9993433356285095,Negative,-0.9993433356285095,transformer
132,132,The employee refused to help and was arguing instead of assisting.,,Customer Support,Resolved,CUST6881,2025-04-13 17:54:00,2025-04-15 17:30:44,2026-07-23 20:15:32,employee refused help arguing instead assisting,47.61222222222222,Negative,-0.3612,Negative,-0.9993220567703247,Negative,-0.9993220567703247,transformer
133,133,The equipment at the site is old and frequently malfunctions.,,Maintenance,Resolved,CUST1803,2025-01-27 17:42:00,2025-01-31 00:30:43,2026-07-23 20:15:32,equipment site old frequently malfunctions,78.81194444444445,Neutral,0.0,Negative,-0.9997950196266174,Negative,-0.9997950196266174,transformer
134,134,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Closed,CUST6772,2025-10-10 10:49:00,2025-10-11 12:52:19,2026-07-23 20:15:32,great job support team issue resolved within day,26.05527777777778,Positive,0.8176,Positive,0.9994268417358398,Positive,0.9994268417358398,transformer
135,135,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST3240,2025-08-22 19:48:00,2025-08-23 19:52:54,2026-07-23 20:15:32,bill amount doubled month without explanation,24.081666666666667,Neutral,0.0,Negative,-0.9965940117835999,Negative,-0.9965940117835999,transformer
136,136,The road near the facility is damaged and causing accidents.,Infrastructure,Maintenance,Resolved,CUST2476,2025-05-15 15:02:00,2025-05-21 00:19:29,2026-07-23 20:15:32,road near facility damaged causing accidents,129.2913888888889,Negative,-0.6369,Negative,-0.9993550181388855,Negative,-0.9993550181388855,transformer
137,137,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Open,CUST6994,2025-09-06 14:12:00,,2026-07-23 20:15:32,new online system made things much easier well done,,Positive,0.5994,Positive,0.9995688796043396,Positive,0.9995688796043396,transformer
138,138,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Closed,CUST5835,2025-10-09 22:58:00,2025-10-13 03:23:38,2026-07-23 20:15:32,employee refused help arguing instead assisting,76.42722222222223,Negative,-0.3612,Negative,-0.9993220567703247,Negative,-0.9993220567703247,transformer
139,139,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Open,CUST7511,2025-10-15 08:04:00,,2026-07-23 20:15:32,witnessed near accident due lack proper signage,,Negative,-0.3182,Negative,-0.9997788071632385,Negative,-0.9997788071632385,transformer
140,140,"The new online system has made things much easier, well done.",,Customer Support,In Progress,CUST7038,2025-02-13 13:00:00,,2026-07-23 20:15:32,new online system made things much easier well done,,Positive,0.5994,Positive,0.9995688796043396,Positive,0.9995688796043396,transformer
141,141,The equipment at the site is old and frequently malfunctions.,,Maintenance,Closed,CUST4830,2025-07-27 17:40:00,2025-08-07 23:27:44,2026-07-23 20:15:32,equipment site old frequently malfunctions,269.79555555555555,Neutral,0.0,Negative,-0.9997950196266174,Negative,-0.9997950196266174,transformer
142,142,The staff member was polite and handled my issue very well.,,Customer Support,Closed,CUST2035,2025-11-18 15:20:00,2025-11-22 22:02:23,2026-07-23 20:15:32,staff member polite handled issue well,102.7063888888889,Positive,0.3384,Positive,0.9998146891593933,Positive,0.9998146891593933,transformer
143,143,Poor maintenance of the facility is causing repeated problems.,,Maintenance,Resolved,CUST1609,2025-11-10 11:41:00,2025-11-21 20:05:35,2026-07-23 20:15:32,poor maintenance facility causing repeated problems,272.40972222222223,Negative,-0.7003,Negative,-0.9997307658195496,Negative,-0.9997307658195496,transformer
144,144,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Resolved,CUST7078,2025-02-08 16:56:00,2025-02-12 11:56:45,2026-07-23 20:15:32,waiting since last month issue fixed,91.0125,Neutral,0.0,Negative,-0.9983676075935364,Negative,-0.9983676075935364,transformer
145,145,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,In Progress,CUST2622,2025-06-24 17:46:00,,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer
146,146,There is clear favoritism and under-the-table dealing happening.,,Administration,Closed,CUST8285,2025-06-09 18:02:00,2025-06-17 06:56:10,2026-07-23 20:15:32,clear favoritism table dealing happening,180.90277777777777,Positive,0.5106,Positive,0.9934437274932861,Positive,0.9934437274932861,transformer
147,147,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Resolved,CUST6876,2025-02-22 16:23:00,2025-02-25 05:22:10,2026-07-23 20:15:32,new online system made things much easier well done,60.98611111111112,Positive,0.5994,Positive,0.9995688796043396,Positive,0.9995688796043396,transformer
148,148,"There is a billing error, I already paid but it still shows unpaid.",,Billing,Closed,CUST4475,2025-03-04 14:54:00,2025-03-07 09:13:00,2026-07-23 20:15:32,billing error already paid still shows unpaid,66.31666666666666,Negative,-0.2144,Negative,-0.9994487166404724,Negative,-0.9994487166404724,transformer
149,149,The new infrastructure upgrade has improved things significantly.,Infrastructure,Maintenance,In Progress,CUST4362,2025-12-02 18:50:00,,2026-07-23 20:15:32,new infrastructure upgrade improved things significantly,,Positive,0.4767,Positive,0.9997418522834778,Positive,0.9997418522834778,transformer
150,150,The online payment portal charged me twice for the same bill.,,Billing,Closed,CUST3417,2025-04-07 10:52:00,2025-04-09 23:22:24,2026-07-23 20:15:32,online payment portal charged twice bill,60.50666666666667,Negative,-0.2023,Negative,-0.9943894743919373,Negative,-0.9943894743919373,transformer
